state,abbrev,county,ColdWaveExposureImpactedAreasqmi,ColdWaveHistoricLossRatioTotalRating,ColdWaveExpectedAnnualLossRating,ColdWaveHazardTypeRiskIndexRating,DroughtExposureImpactedAreasqmi,DroughtHistoricLossRatioTotalRating,DroughtExpectedAnnualLossRating,DroughtHazardTypeRiskIndexRating,HailNumberofEvents,HailAnnualizedFrequency,HailExposureImpactedAreasqmi,HailExposureBuildingValue,HailExposurePopulation,HailExposureTotal,HailHistoricLossRatioTotalRating,HailExpectedAnnualLossBuildingValue,HailExpectedAnnualLossTotal,HailExpectedAnnualLossScore,HailExpectedAnnualLossRating,HailHazardTypeRiskIndexValue,HailHazardTypeRiskIndexScore,HailHazardTypeRiskIndexRating,HeatWaveExposureImpactedAreasqmi,HeatWaveHistoricLossRatioTotalRating,HeatWaveExpectedAnnualLossRating,HeatWaveHazardTypeRiskIndexRating,IceStormAnnualizedFrequency,IceStormExposureImpactedAreasqmi,IceStormExposureBuildingValue,IceStormExposurePopulation,IceStormExposureTotal,IceStormHistoricLossRatioTotalRating,IceStormExpectedAnnualLossBuildingValue,IceStormExpectedAnnualLossTotal,IceStormExpectedAnnualLossScore,IceStormExpectedAnnualLossRating,IceStormHazardTypeRiskIndexValue,IceStormHazardTypeRiskIndexScore,IceStormHazardTypeRiskIndexRating,LandslideHistoricLossRatioTotalRating,LandslideExpectedAnnualLossRating,LandslideHazardTypeRiskIndexRating,LightningNumberofEvents,LightningAnnualizedFrequency,LightningExposureImpactedAreasqmi,LightningExposureBuildingValue,LightningExposurePopulation,LightningExposureTotal,LightningHistoricLossRatioTotalRating,LightningExpectedAnnualLossBuildingValue,LightningExpectedAnnualLossTotal,LightningExpectedAnnualLossScore,LightningExpectedAnnualLossRating,LightningHazardTypeRiskIndexValue,LightningHazardTypeRiskIndexScore,LightningHazardTypeRiskIndexRating,RiverineFloodingHistoricLossRatioTotalRating,RiverineFloodingExpectedAnnualLossRating,RiverineFloodingHazardTypeRiskIndexRating,StrongWindNumberofEvents,StrongWindAnnualizedFrequency,StrongWindExposureImpactedAreasqmi,StrongWindExposureBuildingValue,StrongWindExposurePopulation,StrongWindExposureTotal,StrongWindHistoricLossRatioTotalRating,StrongWindExpectedAnnualLossBuildingValue,StrongWindExpectedAnnualLossTotal,StrongWindExpectedAnnualLossScore,StrongWindExpectedAnnualLossRating,StrongWindHazardTypeRiskIndexValue,StrongWindHazardTypeRiskIndexScore,StrongWindHazardTypeRiskIndexRating,TornadoAnnualizedFrequency,TornadoExposureImpactedAreasqmi,TornadoExposureBuildingValue,TornadoExposurePopulation,TornadoExposureTotal,TornadoHistoricLossRatioTotalRating,TornadoExpectedAnnualLossBuildingValue,TornadoExpectedAnnualLossTotal,TornadoExpectedAnnualLossScore,TornadoExpectedAnnualLossRating,TornadoHazardTypeRiskIndexValue,TornadoHazardTypeRiskIndexScore,TornadoHazardTypeRiskIndexRating,WinterWeatherNumberofEvents,WinterWeatherAnnualizedFrequency,WinterWeatherExposureImpactedAreasqmi,WinterWeatherExposureBuildingValue,WinterWeatherExposurePopulation,WinterWeatherExposureTotal,WinterWeatherHistoricLossRatioTotalRating,WinterWeatherExpectedAnnualLossBuildingValue,WinterWeatherExpectedAnnualLossTotal,WinterWeatherExpectedAnnualLossScore,WinterWeatherExpectedAnnualLossRating,WinterWeatherHazardTypeRiskIndexValue,WinterWeatherHazardTypeRiskIndexScore,WinterWeatherHazardTypeRiskIndexRating
South Dakota,SD,Walworth,722.33,Relatively Low,Relatively High,Relatively High,722.33,Very Low,Very Low,Very Low,119,3.614,722.33,1606558013,5315,63360382113,Relatively High,358047.721,485952.408,81.545,Relatively Moderate,545724.896,81.324,Relatively Moderate,722.33,Relatively Low,Relatively Low,Relatively Low,0.591,722.33,1606558013,5315,63260558013,Relatively Moderate,41872.709,78383.175,56.029,Relatively Low,94866.689,57.295,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,457,21.617,722.33,1606558013,5315,63260558013,Relatively High,4206.551,38834.397,25.193,Very Low,48327.996,25.676,Very Low,Relatively Low,Very Low,Very Low,76,2.312,722.33,1606558013,5315,63360382113,Relatively High,315613.731,437324.567,60.484,Relatively Moderate,513009.662,59.752,Relatively Moderate,0.256,752.15,1606558013,5315,63360382113,Relatively Moderate,134024.634,326790.982,28.319,Relatively Low,402596.2,27.108,Very Low,89,5.738,722.33,1606558013,5315,63360382113,Relatively High,148510.022,246224.925,85.825,Relatively High,296611.629,85.905,Relatively High
South Dakota,SD,Yankton,537.635,Very Low,Relatively Moderate,Relatively Moderate,537.635,Very Low,Very Low,Very Low,228,6.681,537.635,6666309391,23308,277000000000,Relatively High,1589576.412,2047147.417,95.285,Relatively High,2179224.958,95.1,Relatively Moderate,537.635,Very Low,Relatively Low,Relatively Low,0.873,537.635,6666309391,23308,277000000000,Relatively Low,14975.935,102718.768,61.659,Relatively Moderate,117914.938,61.659,Relatively Moderate,Very Low,Relatively Low,Relatively Low,667,30.313,537.635,6666309391,23308,277000000000,Relatively Moderate,2428.777,119323.689,59.878,Relatively Low,136995.737,58.14,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,120,3.526,537.635,6666309391,23308,277000000000,Relatively Moderate,492238.29,931179.317,81.11,Relatively Moderate,1058241.515,81.164,Relatively Moderate,0.402,537.635,6666309391,23308,277000000000,Relatively High,2284856.356,4245895.044,85.143,Relatively Moderate,4830146.005,84.123,Relatively Moderate,70,4.334,537.635,6666309391,23308,277000000000,Relatively Low,26615.279,70057.259,59.393,Relatively Moderate,80090.227,58.002,Relatively Low
South Dakota,SD,Ziebach,1987.219,Relatively Low,Relatively Moderate,Relatively High,1987.219,Very Low,Very Low,Very Low,96,2.817,1987.219,489527767,2413,28549055530,Relatively High,106504.799,120646.367,57.041,Relatively Low,211247.22,63.856,Relatively Low,1987.219,Relatively Low,Relatively Low,Relatively Low,0.482,1987.219,489527767,2413,28480327767,Relatively Moderate,4745.228,19825.646,30.446,Relatively Low,34713.956,37.575,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,645,29.339,1987.219,489527767,2413,28480327767,Relatively High,1812.539,26999.475,17.921,Very Low,47275.059,25.322,Very Low,Relatively Low,Relatively Low,Relatively Low,88,2.57,1987.219,489527767,2413,28549055530,Relatively High,48750.514,119968.4,26.768,Relatively Low,210060.126,31.976,Relatively Low,0.379,1990.49,489527767,2413,28549055530,Relatively Low,19953.815,37576.349,10.298,Very Low,65794.765,10.277,Very Low,81.003,5.024,1987.219,489527767,2413,28549055530,Relatively High,51154.402,80269.052,62.767,Relatively Moderate,140548.071,72.192,Relatively Moderate
Utah,UT,Beaver,2611.042,Relatively Moderate,Very Low,Very Low,2611.042,Very Low,Very Low,Very Low,2,0.052,2611.042,1424150337,7072,83755285108,Very Low,167.684,194.871,1.334,Very Low,215.032,1.018,Very Low,2611.042,Relatively Low,Relatively Low,Relatively Low,0.015,2611.042,1424150337,7072,83459350337,Relatively High,21.613,3284.789,9.027,Very Low,3619.527,8.328,Very Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,383,17.4,2611.042,1424150337,7072,83459350337,Very High,148.736,59592.636,37.999,Relatively Low,65484.611,34.427,Relatively Low,Relatively Low,Very Low,Very Low,4,0.098,2611.042,1424150337,7072,83755285108,Relatively High,3790.999,13108.363,7.103,Very Low,14450.918,4.55,Very Low,0.053,2611.042,1424150337,7072,83755285108,Very Low,143.422,1860.131,1.768,Very Low,2050.258,1.654,Very Low,129.773,8.035,2611.042,1424150337,7072,83755285108,Relatively Moderate,30450.827,192087.601,81.832,Relatively Moderate,211300.553,80.178,Relatively Moderate
Utah,UT,Box Elder,5822.072,Relatively Moderate,Relatively Low,Relatively Low,5822.072,Very Low,Relatively Low,Relatively Low,7,0.239,5822.072,9980524468,57579,678000000000,Relatively Low,1782.743,12062.783,15.664,Very Low,12368.948,12.09,Very Low,5822.072,Relatively Low,Relatively Moderate,Relatively Moderate,0.017,5822.072,9980524468,57579,678000000000,Relatively High,32268.749,42673.195,45.203,Relatively Low,43583.335,42.205,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,188,9.936,5822.072,9980524468,57579,678000000000,Relatively High,1514.842,157560.019,67.664,Relatively Moderate,163406.51,64.125,Relatively Low,Relatively Low,Very Low,Very Low,24,0.793,5822.072,9980524468,57579,678000000000,Relatively Moderate,474210.76,651249.597,73.046,Relatively Moderate,664509.813,68.533,Relatively Moderate,0.41,6797.185,9980524468,57579,678000000000,Very Low,41982.754,149974.314,19.479,Very Low,154361.412,15.845,Very Low,66.08,4.777,5822.072,9980524468,57579,678000000000,Relatively Low,17807.144,223880.283,83.968,Relatively High,223687.471,81.101,Relatively Moderate
Utah,UT,Cache,1184.713,Very Low,Relatively Low,Very Low,1184.713,Very Low,Relatively Low,Very Low,9,0.258,1184.713,17513668658,133078,1560000000000,Relatively Low,2713.817,25982.206,26.334,Very Low,25921.235,21.444,Very Low,1184.713,Relatively Low,Relatively Moderate,Relatively Moderate,0.015,1184.713,17513668658,133078,1560000000000,Relatively High,56624.698,80671.708,56.562,Relatively Low,81381.085,53.964,Relatively Low,Very Low,Relatively Low,Relatively Low,204,9.252,1184.713,17513668658,133078,1560000000000,Relatively High,2217.486,294266.011,80.598,Relatively Moderate,292790.384,77.799,Relatively Moderate,Very Low,Relatively Low,Relatively Low,25,0.715,1184.713,17513668658,133078,1560000000000,Relatively Low,134484.88,221199.689,39.671,Relatively Low,223402.025,33.662,Relatively Low,0.082,1184.713,17513668658,133078,1560000000000,Very Low,105864.162,348985.888,29.342,Relatively Low,351455.006,25.199,Very Low,225.839,13.984,1184.713,17513668658,133078,1560000000000,Relatively Low,48174.779,2005840.613,99.505,Very High,2005484.814,99.205,Very High
Utah,UT,Carbon,1500.296,Relatively High,Very Low,Very Low,1500.296,Very Low,Very Low,Very Low,6,0.153,1500.296,2750015496,20381,239000000000,Relatively Low,579.134,2851.188,6.979,Very Low,3626.424,4.836,Very Low,1500.296,Relatively Moderate,Relatively Moderate,Relatively Moderate,0.015,1500.296,2750015496,20381,239000000000,Relatively High,8891.272,12574.091,24.051,Very Low,16091.826,24.65,Very Low,Very Low,Relatively Moderate,Relatively Moderate,585,26.571,1500.296,2750015496,20381,239000000000,Very High,426.582,268802.607,79.086,Relatively Moderate,339984.546,80.502,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,7,0.189,1500.296,2750015496,20381,239000000000,Relatively Low,6550.888,10575.517,6.39,Very Low,13459.048,4.295,Very Low,0.047,1500.296,2750015496,20381,239000000000,Relatively Low,21257.104,76514.842,14.516,Very Low,97581.704,12.663,Very Low,182.006,11.27,1500.296,2750015496,20381,239000000000,Very Low,7603.113,29711.009,39.276,Relatively Low,36969.383,38.371,Relatively Low
Utah,UT,Daggett,727.902,Very Low,Very Low,Very Low,727.902,Very Low,Very Low,Very Low,4,0.105,727.902,444014206,927,11199970862,Relatively High,1133.552,1239.245,4.839,Very Low,891.455,1.909,Very Low,727.902,No Rating,No Expected Annual Losses,No Rating,0.015,727.902,444014206,927,11197214206,Very High,1435.574,1603.082,5.23,Very Low,1153.182,3.098,Very Low,Relatively Moderate,Relatively Low,Relatively Low,365,16.547,727.902,444014206,927,11197214206,Relatively High,883.673,3540.536,1.641,Very Low,2546.896,0.933,Very Low,Relatively High,Very Low,Very Low,6,0.169,727.902,444014206,927,11199970862,Relatively High,2370.447,3884.399,4.435,Very Low,2794.255,1.432,Very Low,0.03,727.902,444014206,927,11199970862,Relatively Low,2031.977,3303.595,2.295,Very Low,2376.451,1.845,Very Low,159.759,9.892,727.902,444014206,927,11199970862,Relatively Moderate,11649.547,27587.237,37.79,Relatively Low,19844.966,24.403,Very Low
Utah,UT,Davis,328.618,Relatively Low,Very Low,Very Low,328.618,Very Low,Very Low,Very Low,11,0.604,328.618,47923465138,362649,4250000000000,Very Low,7816.252,90503.561,51.117,Relatively Low,77457.821,42.603,Very Low,328.618,Relatively Low,Relatively High,Relatively High,0.029,328.618,47923465138,362649,4250000000000,Relatively Moderate,154944.792,220474.964,77.881,Relatively Moderate,191064.573,72.219,Relatively Moderate,Very Low,Relatively Moderate,Relatively Low,211,18.646,328.618,47923465138,362649,4250000000000,Relatively High,14012.395,2067113.714,98.166,Very High,1767404.244,97.523,Relatively High,Very Low,Relatively Low,Relatively Low,36,2.059,328.618,47923465138,362649,4250000000000,Relatively Low,1483993.699,1654429.768,90.571,Relatively High,1444219.024,87.496,Relatively Moderate,0.022,641.626,47923465138,362649,4250000000000,Relatively Moderate,310586.585,1067228.276,53.071,Relatively Low,914162.386,42.762,Relatively Low,118.509,14.327,328.618,47923465138,362649,4250000000000,Very Low,137380.207,1335049.969,98.638,Very High,1144230.943,97.55,Very High
Utah,UT,Duchesne,3283.137,Relatively Low,Very Low,Very Low,3283.137,Very Low,Very Low,Very Low,7,0.178,3283.137,4166223937,19596,232000000000,Relatively Moderate,9388.889,11914.345,15.447,Very Low,16132.908,14.763,Very Low,3283.137,Relatively Low,Relatively Low,Relatively Low,0.015,3283.137,4166223937,19596,231000000000,Relatively High,13470.117,17011.087,27.948,Very Low,22963.38,30.38,Relatively Low,Very Low,Relatively Moderate,Relatively Moderate,527,23.925,3283.137,4166223937,19596,231000000000,Very High,7270.856,204878.834,74.035,Relatively Moderate,275774.533,76.609,Relatively Moderate,Relatively Low,Very Low,Very Low,9,0.236,3283.137,4166223937,19596,232000000000,Relatively Low,9143.999,22738.699,9.895,Very Low,30869.909,8.018,Very Low,0.1,3283.137,4166223937,19596,232000000000,Very Low,14779.906,28642.69,8.933,Very Low,38569.581,7.509,Very Low,179.608,11.121,3283.137,4166223937,19596,232000000000,Very Low,8067.364,20274.729,30.455,Relatively Low,27732.661,31.594,Relatively Low
Utah,UT,Emery,4517.014,Relatively Low,Very Low,Very Low,4517.014,Very Low,Very Low,Very Low,4,0.094,4517.014,2244048775,9809,116000000000,Very Low,151.133,220.378,1.365,Very Low,241.38,1.082,Very Low,4517.014,Relatively Low,Relatively Low,Relatively Low,0.015,4517.014,2244048775,9809,116000000000,Relatively High,34.056,4560.144,11.859,Very Low,5054.24,11.359,Very Low,Relatively High,Very High,Very High,458,20.806,4517.014,2244048775,9809,116000000000,Very High,313.817,128591.767,62.098,Relatively Low,142190.33,59.299,Relatively Low,Very Low,Very Low,Very Low,4,0.109,4517.014,2244048775,9809,116000000000,Relatively High,3937.962,17248.851,8.282,Very Low,19077.452,5.695,Very Low,0.123,4517.014,2244048775,9809,116000000000,Very Low,8874.357,14806.977,6.359,Very Low,16257.446,4.582,Very Low,62.738,3.885,4517.014,2244048775,9809,116000000000,Relatively Low,5706.885,14337.257,23.801,Relatively Low,15753.171,19.854,Very Low
Utah,UT,Garfield,5260.782,No Rating,No Expected Annual Losses,No Rating,5260.782,Very Low,Very Low,Very Low,3,0.067,5260.782,2545999016,5083,61533784123,Relatively Low,817.977,843.349,4.094,Very Low,1017.072,2.1,Very Low,5260.782,Relatively Moderate,Relatively Low,Relatively Low,0.015,5260.782,2545999016,5083,61508799016,Relatively High,38.639,2384.046,7.229,Very Low,2876.386,6.862,Very Low,Relatively Moderate,Relatively High,Relatively High,528,23.991,5260.782,2545999016,5083,61508799016,Very High,2253.238,63774.365,40.508,Relatively Low,76682.333,40.412,Relatively Low,Very Low,Relatively Low,Relatively Low,3,0.081,5260.782,2545999016,5083,61533784123,Relatively High,6566.494,12694.735,7.01,Very Low,15441.954,4.804,Very Low,0.078,5260.782,2545999016,5083,61533784123,Very Low,2623.46,3608.255,2.45,Very Low,4353.014,2.259,Very Low,137.714,8.527,5260.782,2545999016,5083,61533784123,Relatively Moderate,58698.077,136899.186,74.838,Relatively Moderate,167265.096,76.01,Relatively Moderate
Utah,UT,Grand,3722.126,Relatively Low,Very Low,Very Low,3722.126,Very Low,Very Low,Very Low,4,0.104,3722.126,2084202749,9604,113000000000,Relatively Low,763.661,1656.505,5.335,Very Low,2161.599,3.373,Very Low,3722.126,Relatively Low,Relatively Low,Relatively Low,0.015,3722.126,2084202749,9604,113000000000,Relatively High,6738.585,8474.015,19.52,Very Low,11143.512,20.187,Very Low,Very Low,Relatively High,Relatively High,436,19.79,3722.126,2084202749,9604,113000000000,Very High,3701.214,120829.903,60.425,Relatively Low,156649.629,62.838,Relatively Low,Relatively Low,Relatively Low,Relatively Low,8,0.209,3722.126,2084202749,9604,113000000000,Relatively Moderate,5992.064,27476.782,10.856,Very Low,35589.174,8.813,Very Low,0.123,3722.126,2084202749,9604,113000000000,Very Low,8559.776,17801.113,7.134,Very Low,23245.686,5.632,Very Low,58.788,3.64,3722.126,2084202749,9604,113000000000,Very Low,2811.05,7918.043,15.97,Very Low,10298.261,14.158,Very Low
Utah,UT,Iron,3334.057,Relatively Low,Very Low,Very Low,3334.057,Very Low,Relatively Low,Relatively Low,3,0.086,3334.057,13348327301,57174,677000000000,Relatively Low,2923.03,3253.897,7.382,Very Low,3992.329,5.218,Very Low,3334.057,Very Low,Relatively Low,Relatively Low,0.015,3334.057,13348327301,57174,677000000000,Relatively High,202.576,26583.915,36.076,Relatively Low,32188.038,36.309,Relatively Low,Relatively Low,Relatively Low,Relatively Low,431,19.567,3334.057,13348327301,57174,677000000000,Relatively High,1151.576,321999.614,82.239,Relatively Moderate,390948.076,82.947,Relatively Moderate,Very Low,Relatively Low,Relatively Moderate,6,0.155,3334.057,13348327301,57174,677000000000,Relatively Moderate,14554.417,87623.277,21.743,Relatively Low,106078.642,19.726,Very Low,0.08,3334.057,13348327301,57174,677000000000,Very Low,1224.964,16105.29,6.793,Very Low,19448.545,5.091,Very Low,141.268,8.747,3334.057,13348327301,57174,677000000000,Relatively Moderate,251591.842,1162084.824,98.205,Very High,1422436.996,98.505,Very High
Utah,UT,Juab,3440.17,No Rating,No Expected Annual Losses,No Rating,3440.17,Very Low,Very Low,Very Low,4,0.114,3440.17,1934852212,11765,138000000000,Relatively Low,233.255,2627.32,6.607,Very Low,3128.847,4.582,Very Low,3440.17,Very Low,Relatively Low,Relatively Low,0.015,3440.17,1934852212,11765,138000000000,Relatively High,6255.709,8381.629,19.354,Very Low,9984.101,18.588,Very Low,Relatively Moderate,Relatively High,Relatively High,232,10.512,3440.17,1934852212,11765,138000000000,Very High,167.122,104558.492,55.051,Relatively Low,124467.874,54.794,Relatively Low,Very Low,Very Low,Very Low,20,0.575,3440.17,1934852212,11765,138000000000,Relatively High,33193.27,136632.403,28.722,Relatively Low,162548.334,26.472,Relatively Low,0.159,3440.17,1934852212,11765,138000000000,Very Low,13087.092,40112.764,10.546,Very Low,47735.372,8.559,Very Low,113.118,7.004,3440.17,1934852212,11765,138000000000,Relatively Moderate,27008.503,158207.588,77.84,Relatively Moderate,188446.974,78.428,Relatively Moderate
Utah,UT,Kane,4149.632,Relatively Low,Very Low,Very Low,4149.632,Very Low,Very Low,Very Low,3,0.069,4149.632,3000616003,7644,91678205094,Relatively Low,382.241,422.365,2.481,Very Low,521.928,1.304,Very Low,4149.632,Relatively Low,Relatively Moderate,Relatively Moderate,0.015,4149.632,3000616003,7644,91671016003,Relatively High,45.538,4200.389,11.059,Very Low,5257.104,11.592,Very Low,Very Low,Relatively Moderate,Relatively Moderate,450,20.437,4149.632,3000616003,7644,91671016003,Very High,3191.285,74131.953,44.949,Relatively Low,92674.254,45.946,Relatively Low,Very Low,Relatively Low,Relatively Low,3,0.085,4149.632,3000616003,7644,91678205094,Relatively High,7047.229,17560.022,8.375,Very Low,21871.264,6.204,Very Low,0.064,4149.632,3000616003,7644,91678205094,Very Low,190.645,1480.14,1.613,Very Low,1843.291,1.559,Very Low,71.918,4.453,4149.632,3000616003,7644,91678205094,Relatively Moderate,37378.638,95570.62,67.44,Relatively Moderate,117320.803,67.738,Relatively Moderate
Utah,UT,Millard,6905.993,Relatively Moderate,Very Low,Very Low,6905.993,Very Low,Relatively Low,Relatively Low,2,0.032,6905.993,3927103996,12968,155000000000,Relatively Low,264.563,921.303,4.404,Very Low,1138.741,2.259,Very Low,6905.993,Very Low,Relatively Low,Relatively Low,0.015,6905.993,3927103996,12968,154000000000,Relatively High,12697.002,15040.301,26.249,Very Low,18676.117,27.249,Very Low,Relatively Moderate,Relatively Low,Relatively Low,250,11.355,6905.993,3927103996,12968,154000000000,Very High,280.742,95474.625,52.188,Relatively Low,119506.131,53.636,Relatively Low,Relatively Low,Very Low,Very Low,7,0.205,6905.993,3927103996,12968,155000000000,Relatively High,19951.568,48394.22,15.354,Very Low,60683.295,13.236,Very Low,0.12,6905.993,3927103996,12968,155000000000,Very Low,15693.899,36165.326,9.957,Very Low,45321.753,8.272,Very Low,112.101,6.941,6905.993,3927103996,12968,155000000000,Relatively Moderate,55665.18,201664.23,82.358,Relatively Moderate,252821.241,83.36,Relatively Moderate
Utah,UT,Morgan,617.049,Very Low,Relatively Low,Very Low,617.049,Very Low,Very Low,Very Low,11,0.307,617.049,1557773548,12295,144000000000,Relatively Low,261.032,3275.314,7.444,Very Low,2191.339,3.436,Very Low,617.049,No Rating,No Expected Annual Losses,No Rating,0.015,617.049,1557773548,12295,144000000000,Relatively High,5036.549,7258.239,17.288,Very Low,4868.948,10.826,Very Low,Relatively Low,Relatively Low,Relatively Low,295,13.389,617.049,1557773548,12295,144000000000,Very High,337.046,84749.078,48.456,Relatively Low,56085.566,29.44,Relatively Low,Very Low,Very Low,Very Low,31,0.889,617.049,1557773548,12295,144000000000,Relatively High,72087.991,232300.147,41.16,Relatively Low,155445.917,25.835,Relatively Low,0.046,617.049,1557773548,12295,144000000000,Relatively Low,11571.855,40926.919,10.732,Very Low,27384.964,6.3,Very Low,271.029,16.782,617.049,1557773548,12295,144000000000,Relatively Moderate,40287.688,399340.68,90.932,Relatively High,268500.974,84.696,Relatively Moderate
Utah,UT,Piute,774.006,No Rating,No Expected Annual Losses,No Rating,774.006,Very Low,Very Low,Very Low,3,0.074,774.006,421931241,1429,17044904281,Relatively Low,77.271,85.362,1.117,Very Low,97.762,0.955,Very Low,774.006,No Rating,No Expected Annual Losses,No Rating,0.015,774.006,421931241,1429,16998331241,Relatively High,6.403,665.775,2.398,Very Low,762.488,2.199,Very Low,Relatively High,Relatively Low,Relatively Low,385,17.472,774.006,421931241,1429,16998331241,Relatively High,216.796,7087.847,3.893,Very Low,8117.449,3.99,Very Low,Relatively Low,Very Low,Very Low,4,0.113,774.006,421931241,1429,17044904281,Relatively High,1741.814,4617.496,4.684,Very Low,5288.248,2.195,Very Low,0.014,774.006,421931241,1429,17044904281,Relatively Low,722.997,1224.061,1.489,Very Low,1401.872,1.495,Very Low,225.615,13.97,774.006,421931241,1429,17044904281,Relatively High,49684.203,132421.483,74.28,Relatively Moderate,151657.435,73.847,Relatively Moderate
Utah,UT,Rich,1097.385,Very Low,Relatively Low,Relatively Low,1097.385,Very Low,Very Low,Very Low,8,0.214,1097.385,1310359420,2507,30416868930,Relatively Low,143.348,617.986,3.35,Very Low,656.927,1.559,Very Low,1097.385,No Rating,No Expected Annual Losses,No Rating,0.015,1097.385,1310359420,2507,30391559420,Very High,4236.617,4689.628,12.092,Very Low,4985.132,11.126,Very Low,Relatively Moderate,Relatively Low,Relatively Low,244,11.072,1097.385,1310359420,2507,30391559420,Very High,212.517,14517.613,9.234,Very Low,15432.401,8.044,Very Low,Relatively Moderate,Very Low,Very Low,18,0.52,1097.385,1310359420,2507,30416868930,Relatively High,23245.397,35242.874,12.314,Very Low,37463.606,9.195,Very Low,0.064,1097.385,1310359420,2507,30416868930,Relatively Low,4839.154,7722.807,4.249,Very Low,8209.438,3.245,Very Low,293.214,18.156,1097.385,1310359420,2507,30416868930,Relatively Moderate,47099.335,127719.727,73.661,Relatively Moderate,135767.633,71.142,Relatively Moderate
